Player_ID,Player,Display_Name,Player_Slug,NBA_Player_ID,Headshot_URL,Headshot_Source,Headshot_Status,Acquisition_Need,HTTP_Status,Content_Type,Verification_Status,Has_Headshot,alternate_url_present
P003582,Norm Richardson,Norm Richardson,norm-richardson,,https://www.basketball-reference.com/req/0/images/players/richano01.jpg,Basketball-Reference (alternate),alternate_candidate,verify_alternate_headshot,,,unverified,True,True
P003670,Patrick Ewing,Patrick Ewing,patrick-ewing-p003670,,https://www.basketball-reference.com/req/0/images/players/ewingpa01.jpg,Basketball-Reference (alternate),alternate_candidate,verify_alternate_headshot,,,unverified,True,True
P003715,Pearl Washington,Pearl Washington,pearl-washington,,https://www.basketball-reference.com/req/0/images/players/washipe01.jpg,Basketball-Reference (alternate),alternate_candidate,verify_alternate_headshot,,,unverified,True,True
P003718,Pep Saul,Pep Saul,pep-saul,,https://www.basketball-reference.com/req/0/images/players/saulpe01.jpg,Basketball-Reference (alternate),alternate_candidate,verify_alternate_headshot,,,unverified,True,True
P003729,Pete Darcey,Pete Darcey,pete-darcey,,https://www.basketball-reference.com/req/0/images/players/darcepe01.jpg,Basketball-Reference (alternate),alternate_candidate,verify_alternate_headshot,,,unverified,True,True
P003734,Pete Verhoeven,Pete Verhoeven,pete-verhoeven,,https://www.basketball-reference.com/req/0/images/players/verhope01.jpg,Basketball-Reference (alternate),alternate_candidate,verify_alternate_headshot,,,unverified,True,True
P003760,Pickles Kennedy,Pickles Kennedy,pickles-kennedy,,https://www.basketball-reference.com/req/0/images/players/kennepi01.jpg,Basketball-Reference (alternate),alternate_candidate,verify_alternate_headshot,,,unverified,True,True
P003773,Pétur Guðmundsson,Pétur Guðmundsson,p-tur-gu-mundsson,,https://www.basketball-reference.com/req/0/images/players/gudmupe01.jpg,Basketball-Reference (alternate),alternate_candidate,verify_alternate_headshot,,,unverified,True,True
P003806,Ralph Johnson,Ralph Johnson,ralph-johnson,,https://www.basketball-reference.com/req/0/images/players/johnsra01.jpg,Basketball-Reference (alternate),alternate_candidate,verify_alternate_headshot,,,unverified,True,True
P003808,Ralph O'Brien,Ralph O'Brien,ralph-o-brien,,https://www.basketball-reference.com/req/0/images/players/obriera01.jpg,Basketball-Reference (alternate),alternate_candidate,verify_alternate_headshot,,,unverified,True,True
P003866,Red Davis,Red Davis,red-davis,,https://www.basketball-reference.com/req/0/images/players/davisre01.jpg,Basketball-Reference (alternate),alternate_candidate,verify_alternate_headshot,,,unverified,True,True
P003869,Red Kerr,Red Kerr,red-kerr,,https://www.basketball-reference.com/req/0/images/players/kerrre01.jpg,Basketball-Reference (alternate),alternate_candidate,verify_alternate_headshot,,,unverified,True,True
P003870,Red Morrison,Red Morrison,red-morrison,,https://www.basketball-reference.com/req/0/images/players/morrire01.jpg,Basketball-Reference (alternate),alternate_candidate,verify_alternate_headshot,,,unverified,True,True
P003871,Red Owens,Red Owens,red-owens,,https://www.basketball-reference.com/req/0/images/players/owensre01.jpg,Basketball-Reference (alternate),alternate_candidate,verify_alternate_headshot,,,unverified,True,True
P003894,Reggie Williams,Reggie Williams,reggie-williams,,https://www.basketball-reference.com/req/0/images/players/willire01.jpg,Basketball-Reference (alternate),alternate_candidate,verify_alternate_headshot,,,unverified,True,True
P003900,Rich Eichhorst,Rich Eichhorst,rich-eichhorst,,https://www.basketball-reference.com/req/0/images/players/eichhri01.jpg,Basketball-Reference (alternate),alternate_candidate,verify_alternate_headshot,,,unverified,True,True
P003906,Rich Manning,Rich Manning,rich-manning,,https://www.basketball-reference.com/req/0/images/players/manniri01.jpg,Basketball-Reference (alternate),alternate_candidate,verify_alternate_headshot,,,unverified,True,True
P003948,Ricky Marsh,Ricky Marsh,ricky-marsh,,https://www.basketball-reference.com/req/0/images/players/marshri01.jpg,Basketball-Reference (alternate),alternate_candidate,verify_alternate_headshot,,,unverified,True,True
P003958,Rob Lock,Rob Lock,rob-lock,,https://www.basketball-reference.com/req/0/images/players/lockro01.jpg,Basketball-Reference (alternate),alternate_candidate,verify_alternate_headshot,,,unverified,True,True
P003959,Rob Rose,Rob Rose,rob-rose,,https://www.basketball-reference.com/req/0/images/players/rosero01.jpg,Basketball-Reference (alternate),alternate_candidate,verify_alternate_headshot,,,unverified,True,True
P004029,Ron Grandison,Ron Grandison,ron-grandison,,https://www.basketball-reference.com/req/0/images/players/grandro01.jpg,Basketball-Reference (alternate),alternate_candidate,verify_alternate_headshot,,,unverified,True,True
P004032,Ron Holland,Ron Holland,ron-holland,,https://www.basketball-reference.com/req/0/images/players/hollaro01.jpg,Basketball-Reference (alternate),alternate_candidate,verify_alternate_headshot,,,unverified,True,True
P004047,Ronald Murray,Ronald Murray,ronald-murray,,https://www.basketball-reference.com/req/0/images/players/murraro01.jpg,Basketball-Reference (alternate),alternate_candidate,verify_alternate_headshot,,,unverified,True,True
P004054,Ronnie Valentine,Ronnie Valentine,ronnie-valentine,,https://www.basketball-reference.com/req/0/images/players/valenro01.jpg,Basketball-Reference (alternate),alternate_candidate,verify_alternate_headshot,,,unverified,True,True
P004061,Roy Hamilton,Roy Hamilton,roy-hamilton,,https://www.basketball-reference.com/req/0/images/players/hamilro01.jpg,Basketball-Reference (alternate),alternate_candidate,verify_alternate_headshot,,,unverified,True,True
P004086,Russ Lee,Russ Lee,russ-lee,,https://www.basketball-reference.com/req/0/images/players/leeru01.jpg,Basketball-Reference (alternate),alternate_candidate,verify_alternate_headshot,,,unverified,True,True
P004127,Sam Smith,Sam Smith,sam-smith,,https://www.basketball-reference.com/req/0/images/players/smithsa01.jpg,Basketball-Reference (alternate),alternate_candidate,verify_alternate_headshot,,,unverified,True,True
P004252,Skippy Whitaker,Skippy Whitaker,skippy-whitaker,,https://www.basketball-reference.com/req/0/images/players/whitask01.jpg,Basketball-Reference (alternate),alternate_candidate,verify_alternate_headshot,,,unverified,True,True
P004258,Slick Leonard,Slick Leonard,slick-leonard-p004258,,https://www.basketball-reference.com/req/0/images/players/leonasl01.jpg,Basketball-Reference (alternate),alternate_candidate,verify_alternate_headshot,,,unverified,True,True
P004259,Slick Leonard*,Slick Leonard*,slick-leonard-p004259,,https://www.basketball-reference.com/req/0/images/players/leonasl01.jpg,Basketball-Reference (alternate),alternate_candidate,verify_alternate_headshot,,,unverified,True,True
P004266,Sonny Dove,Sonny Dove,sonny-dove,,https://www.basketball-reference.com/req/0/images/players/doveso01.jpg,Basketball-Reference (alternate),alternate_candidate,verify_alternate_headshot,,,unverified,True,True
P004287,Stanislav Medvedenko,Stanislav Medvedenko,stanislav-medvedenko,,https://www.basketball-reference.com/req/0/images/players/medvest01.jpg,Basketball-Reference (alternate),alternate_candidate,verify_alternate_headshot,,,unverified,True,True
P004306,Steve Bardo,Steve Bardo,steve-bardo,,https://www.basketball-reference.com/req/0/images/players/bardost01.jpg,Basketball-Reference (alternate),alternate_candidate,verify_alternate_headshot,,,unverified,True,True
P004336,Steve Smith,Steve Smith,steve-smith,,https://www.basketball-reference.com/req/0/images/players/smithst01.jpg,Basketball-Reference (alternate),alternate_candidate,verify_alternate_headshot,,,unverified,True,True
P004349,Sun Yue,Sun Yue,sun-yue,,https://www.basketball-reference.com/req/0/images/players/yuesu01.jpg,Basketball-Reference (alternate),alternate_candidate,verify_alternate_headshot,,,unverified,True,True
P004352,Swede Halbrook,Swede Halbrook,swede-halbrook,,https://www.basketball-reference.com/req/0/images/players/halbrsw01.jpg,Basketball-Reference (alternate),alternate_candidate,verify_alternate_headshot,,,unverified,True,True
P004365,Tal Skinner,Tal Skinner,tal-skinner,,https://www.basketball-reference.com/req/0/images/players/skinnta01.jpg,Basketball-Reference (alternate),alternate_candidate,verify_alternate_headshot,,,unverified,True,True
P004384,Ted McClain,Ted McClain,ted-mcclain,,https://www.basketball-reference.com/req/0/images/players/mcclate01.jpg,Basketball-Reference (alternate),alternate_candidate,verify_alternate_headshot,,,unverified,True,True
P004435,Tibor Pleiß,Tibor Pleiß,tibor-plei,,https://www.basketball-reference.com/req/0/images/players/pleisti01.jpg,Basketball-Reference (alternate),alternate_candidate,verify_alternate_headshot,,,unverified,True,True
P004436,Ticky Burden,Ticky Burden,ticky-burden,,https://www.basketball-reference.com/req/0/images/players/burdeti01.jpg,Basketball-Reference (alternate),alternate_candidate,verify_alternate_headshot,,,unverified,True,True
P004459,Tiny Archibald,Tiny Archibald,tiny-archibald-p004459,,https://www.basketball-reference.com/req/0/images/players/architi01.jpg,Basketball-Reference (alternate),alternate_candidate,verify_alternate_headshot,,,unverified,True,True
P004460,Tiny Archibald*,Tiny Archibald*,tiny-archibald-p004460,,https://www.basketball-reference.com/req/0/images/players/architi01.jpg,Basketball-Reference (alternate),alternate_candidate,verify_alternate_headshot,,,unverified,True,True
P004505,Tom Patterson,Tom Patterson,tom-patterson,,https://www.basketball-reference.com/req/0/images/players/patteto01.jpg,Basketball-Reference (alternate),alternate_candidate,verify_alternate_headshot,,,unverified,True,True
P004509,Tom Sanders,Tom Sanders,tom-sanders-p004509,,https://www.basketball-reference.com/req/0/images/players/sandeto01.jpg,Basketball-Reference (alternate),alternate_candidate,verify_alternate_headshot,,,unverified,True,True
P004510,Tom Sanders*,Tom Sanders*,tom-sanders-p004510,,https://www.basketball-reference.com/req/0/images/players/sandeto01.jpg,Basketball-Reference (alternate),alternate_candidate,verify_alternate_headshot,,,unverified,True,True
P004519,Tommie Green,Tommie Green,tommie-green,,https://www.basketball-reference.com/req/0/images/players/greento01.jpg,Basketball-Reference (alternate),alternate_candidate,verify_alternate_headshot,,,unverified,True,True
P004521,Tommy Kron,Tommy Kron,tommy-kron,,https://www.basketball-reference.com/req/0/images/players/kronto01.jpg,Basketball-Reference (alternate),alternate_candidate,verify_alternate_headshot,,,unverified,True,True
P004541,Tony Mitchell,Tony Mitchell,tony-mitchell,,https://www.basketball-reference.com/req/0/images/players/mitchto01.jpg,Basketball-Reference (alternate),alternate_candidate,verify_alternate_headshot,,,unverified,True,True
P004581,Tre Scott,Tre Scott,tre-scott,,https://www.basketball-reference.com/req/0/images/players/scotttr01.jpg,Basketball-Reference (alternate),alternate_candidate,verify_alternate_headshot,,,unverified,True,True
P004693,Vince Edwards,Vince Edwards,vince-edwards,,https://www.basketball-reference.com/req/0/images/players/edwarvi01.jpg,Basketball-Reference (alternate),alternate_candidate,verify_alternate_headshot,,,unverified,True,True
P004694,Vince Hunter,Vince Hunter,vince-hunter,,https://www.basketball-reference.com/req/0/images/players/huntevi01.jpg,Basketball-Reference (alternate),alternate_candidate,verify_alternate_headshot,,,unverified,True,True
P004715,Vítor Luiz Faverani,Vítor Luiz Faverani,v-tor-luiz-faverani,,https://www.basketball-reference.com/req/0/images/players/favervi01.jpg,Basketball-Reference (alternate),alternate_candidate,verify_alternate_headshot,,,unverified,True,True
P004717,Wah Wah Jones,Wah Wah Jones,wah-wah-jones,,https://www.basketball-reference.com/req/0/images/players/joneswa01.jpg,Basketball-Reference (alternate),alternate_candidate,verify_alternate_headshot,,,unverified,True,True
P004720,Walker Russell,Walker Russell,walker-russell,,https://www.basketball-reference.com/req/0/images/players/russewa01.jpg,Basketball-Reference (alternate),alternate_candidate,verify_alternate_headshot,,,unverified,True,True
P004729,Walt Budko,Walt Budko,walt-budko,,https://www.basketball-reference.com/req/0/images/players/budkowa01.jpg,Basketball-Reference (alternate),alternate_candidate,verify_alternate_headshot,,,unverified,True,True
P004750,Wang Zhizhi,Wang Zhizhi,wang-zhizhi,,https://www.basketball-reference.com/req/0/images/players/zhizhwa01.jpg,Basketball-Reference (alternate),alternate_candidate,verify_alternate_headshot,,,unverified,True,True
P004759,Wayne Engelstad,Wayne Engelstad,wayne-engelstad,,https://www.basketball-reference.com/req/0/images/players/engelwa01.jpg,Basketball-Reference (alternate),alternate_candidate,verify_alternate_headshot,,,unverified,True,True
P004782,Whitey Bell,Whitey Bell,whitey-bell,,https://www.basketball-reference.com/req/0/images/players/bellwh01.jpg,Basketball-Reference (alternate),alternate_candidate,verify_alternate_headshot,,,unverified,True,True
P004783,Whitey Martin,Whitey Martin,whitey-martin,,https://www.basketball-reference.com/req/0/images/players/martiwh01.jpg,Basketball-Reference (alternate),alternate_candidate,verify_alternate_headshot,,,unverified,True,True
P004831,World B. Free,World B. Free,world-b-free,,https://www.basketball-reference.com/req/0/images/players/freewo01.jpg,Basketball-Reference (alternate),alternate_candidate,verify_alternate_headshot,,,unverified,True,True
P004873,Zeke Zawoluk,Zeke Zawoluk,zeke-zawoluk,,https://www.basketball-reference.com/req/0/images/players/zawolze01.jpg,Basketball-Reference (alternate),alternate_candidate,verify_alternate_headshot,,,unverified,True,True
P004889,Ömer Aşık,Ömer Aşık,mer-a-k,,https://www.basketball-reference.com/req/0/images/players/askom01.jpg,Basketball-Reference (alternate),alternate_candidate,verify_alternate_headshot,,,unverified,True,True
